YY,MM,DD,MT,Precipitation,DOTW,W(DOE),PH,Attendance
2010,8,31,93,0,2,0,0,30859
2010,9,1,93,0,3,0,0,66336
2010,9,2,89,0,4,0,0,40650
2010,9,3,84,1,5,0,0,6755
2010,9,4,79,1,6,1,0,29533
2010,9,5,75,0,0,1,0,41185
2010,9,6,75,0,1,0,1,345883
2010,9,7,84,0,2,0,0,17375
2010,9,8,85,0,3,0,0,15447
2010,9,9,70,0,4,0,0,62506
2010,9,10,71,0,5,0,0,64434
2011,5,26,78,0,4,0,0,7049
2011,5,27,82,0,5,0,0,19375
2011,5,28,82,0,6,1,0,65910
2011,5,29,82,0,0,1,0,93111
2011,5,30,86,1,1,0,1,413358
2011,5,31,87,0,2,0,0,50295
2011,6,1,89,0,3,0,0,95274
2011,6,2,83,0,4,0,0,60085
2011,6,3,75,0,5,0,0,15394
2011,6,4,74,0,6,1,0,57177
2011,6,5,69,0,0,1,0,60621
2011,6,6,81,0,1,0,0,57744
2011,6,7,87,0,2,0,0,79574
2011,6,8,93,0,3,0,0,101403
2011,6,9,94,1,4,0,0,96017
2011,6,10,87,0,5,0,0,59534
2011,6,11,73,1,6,1,0,36091
2011,6,12,72,1,0,1,0,58540
2011,6,13,71,1,1,0,0,6105
2011,6,14,69,0,2,0,0,18831
2011,6,15,82,0,3,0,0,36259
2011,6,16,83,0,4,0,0,34331
2011,6,17,75,1,5,0,0,13818
2011,6,18,83,0,6,1,0,74186
2011,6,19,82,0,0,1,0,96636
2011,6,20,79,0,1,0,0,22487
2011,6,21,82,0,2,0,0,30061
2011,6,22,79,1,3,0,0,5670
2011,6,23,71,1,4,0,0,39022
2011,6,24,70,1,5,0,0,50453
2011,6,25,80,0,6,1,0,47054
2011,6,26,79,0,0,1,0,69504
2011,6,27,80,0,1,0,0,14361
2011,6,28,81,0,2,0,0,12433
2011,6,29,81,1,3,0,0,2295
2011,6,30,81,0,4,0,0,927
2011,7,1,82,0,5,0,0,37462
2011,7,2,85,0,6,1,0,98251
2011,7,3,74,1,0,1,0,69728
2011,7,4,85,0,1,0,1,430150
2011,7,5,88,0,2,0,0,73132
2011,7,6,89,0,3,0,0,71204
2011,7,7,90,0,4,0,0,69276
2011,7,8,82,1,5,0,0,21127
2011,7,9,86,1,6,1,0,86668
2011,7,10,85,0,0,1,0,112575
2011,7,11,90,0,1,0,0,76438
2011,7,12,93,0,2,0,0,84013
2011,7,13,85,1,3,0,0,35863
2011,7,14,82,0,4,0,0,18387
2011,7,15,86,0,5,0,0,30713
2011,7,16,89,0,6,1,0,91502
2011,7,17,90,0,0,1,0,123455
2011,7,18,95,1,1,0,0,83861
2011,7,19,93,0,2,0,0,71135
2011,7,20,87,0,3,0,0,35947
2011,7,21,96,0,4,0,0,72030
2011,7,22,102,0,5,0,0,93860
2011,7,23,98,1,6,1,0,117931
2011,7,24,91,1,0,1,0,111872
2011,7,25,79,1,1,0,0,5041
2011,7,26,89,1,2,0,0,35795
2011,7,27,84,0,3,0,0,8815
2011,7,28,86,0,4,0,0,11638
2011,7,29,84,1,5,0,0,8002
2011,7,30,91,1,6,1,0,71793
2011,7,31,91,0,0,1,0,102452
2011,8,1,92,0,1,0,0,89465
2011,8,2,91,1,2,0,0,74577
2011,8,3,85,1,3,0,0,39388
2011,8,4,83,1,4,0,0,23205
2011,8,5,84,0,5,0,0,24734
2011,8,6,84,1,6,1,0,67812
2011,8,7,89,1,0,1,0,118770
2011,8,8,89,0,1,0,0,62333
2011,8,9,82,2,2,0,0,15478
2011,8,10,85,1,3,0,0,26510
2011,8,11,82,0,4,0,0,9034
2011,8,12,83,0,5,0,0,7105
2011,8,13,84,0,6,1,0,58392
2011,8,14,75,1,0,1,0,39372
2011,8,15,74,1,1,0,0,25274
2011,8,16,78,0,2,0,0,9490
2011,8,17,85,0,3,0,0,17091
2011,8,18,83,1,4,0,0,2550
2011,8,19,84,1,5,0,0,4478
2011,8,20,84,1,6,1,0,42057
2011,8,21,83,1,0,1,0,64507
2011,8,22,77,1,1,0,0,23897
2011,8,23,78,0,2,0,0,22368
2011,8,24,79,0,3,0,0,24296
2011,8,25,78,1,4,0,0,39184
2011,8,26,82,0,5,0,0,23401
2011,8,27,78,1,6,1,0,671
2011,8,28,74,1,0,1,0,8866
2011,8,29,77,0,1,0,0,33317
2011,8,30,82,0,2,0,0,16239
2011,8,31,84,0,3,0,0,13416
2011,9,1,82,0,4,0,0,12558
2011,9,2,76,0,5,0,0,22631
2011,9,3,82,0,6,1,0,52413
2011,9,4,85,0,0,1,0,93869
2011,9,5,80,0,1,0,1,374809
2011,9,6,75,1,2,0,0,23678
2011,9,7,68,1,3,0,0,63618
2011,9,8,78,1,4,0,0,22783
2011,9,9,83,0,5,0,0,2248
2011,9,10,79,0,6,1,0,25281
2012,5,26,85,1,6,1,0,83715
2012,5,27,81,0,0,1,0,95368
2012,5,28,90,0,1,0,1,442829
2012,5,29,89,1,2,0,0,63348
2012,5,30,76,0,3,0,0,1644
2012,5,31,79,0,4,0,0,5931
2012,6,1,72,0,5,0,0,8147
2012,6,2,75,1,6,1,0,65479
2012,6,3,76,0,0,1,0,100889
2012,6,4,64,1,1,0,0,19481
2012,6,5,63,0,2,0,0,27455
2012,6,6,70,0,3,0,0,874
2012,6,7,76,0,4,0,0,20956
2012,6,8,82,0,5,0,0,42785
2012,6,9,77,0,6,1,0,65562
2012,6,10,82,0,0,1,0,116521
2012,6,11,77,0,1,0,0,32869
2012,6,12,71,1,2,0,0,5777
2012,6,13,69,1,3,0,0,21960
2012,6,14,75,0,4,0,0,3327
2012,6,15,78,0,5,0,0,10901
2012,6,16,78,0,6,1,0,57436
2012,6,17,70,0,0,1,0,46625
2012,6,18,70,0,1,0,0,13269
2012,6,19,76,0,2,0,0,8560
2012,6,20,95,0,3,0,0,92159
2012,6,21,94,0,4,0,0,80728
2012,6,22,90,1,5,0,0,51585
2012,6,23,83,1,6,1,0,64859
2012,6,24,82,0,0,1,0,90766
2012,6,25,74,1,1,0,0,10598
2012,6,26,72,1,2,0,0,26780
2012,6,27,81,0,3,0,0,12761
2012,6,28,89,0,4,0,0,44093
2012,6,29,97,1,5,0,0,71968
2012,6,30,93,0,6,1,0,102954
2012,7,1,94,0,0,1,0,175224
2012,7,2,87,0,1,0,0,82069
2012,7,3,89,0,2,0,0,84892
2012,7,4,94,1,3,0,1,463105
2012,7,5,94,0,4,0,0,95290
2012,7,6,91,0,5,0,0,74356
2012,7,7,95,0,6,1,0,139897
2012,7,8,90,1,0,1,0,139883
2012,7,9,84,0,1,0,0,54937
2012,7,10,85,0,2,0,0,53009
2012,7,11,84,0,3,0,0,41577
2012,7,12,88,0,4,0,0,53904
2012,7,13,88,0,5,0,0,47224
2012,7,14,83,0,6,1,0,70001
2012,7,15,88,1,0,1,0,117502
2012,7,16,89,1,1,0,0,62360
2012,7,17,95,0,2,0,0,87646
2012,7,18,98,1,3,0,0,91764
2012,7,19,76,0,4,0,0,15992
2012,7,20,72,1,5,0,0,45135
2012,7,21,77,0,6,1,0,28615
2012,7,22,82,0,0,1,0,79574
2012,7,23,86,1,1,0,0,35228
2012,7,24,90,1,2,0,0,47554
2012,7,25,84,1,3,0,0,12365
2012,7,26,89,1,4,0,0,29443
2012,7,27,87,0,5,0,0,16718
2012,7,28,81,1,6,1,0,31286
2012,7,29,79,1,0,1,0,48984
2012,7,30,79,0,1,0,0,7453
2012,7,31,79,0,2,0,0,14132
2012,8,1,76,1,3,0,0,3632
2012,8,2,87,0,4,0,0,52676
2012,8,3,90,0,5,0,0,60251
2012,8,4,89,0,6,1,0,102035
2012,8,5,89,1,0,1,0,125778
2012,8,6,86,0,1,0,0,55087
2012,8,7,82,0,2,0,0,29401
2012,8,8,85,0,3,0,0,36976
2012,8,9,87,0,4,0,0,39799
2012,8,10,81,1,5,0,0,1153
2012,8,11,85,0,6,1,0,70151
2012,8,12,86,0,0,1,0,102104
2012,8,13,84,0,1,0,0,32706
2012,8,14,79,0,2,0,0,2269
2012,8,15,80,1,3,0,0,3116
2012,8,16,84,1,4,0,0,9210
2012,8,17,88,1,5,0,0,21536
2012,8,18,78,1,6,1,0,20556
2012,8,19,74,0,0,1,0,32209
2012,8,20,78,0,1,0,0,8680
2012,8,21,81,0,2,0,0,1105
2012,8,22,80,0,3,0,0,12536
2012,8,23,84,0,4,0,0,210
2012,8,24,86,0,5,0,0,2613
2012,8,25,82,0,6,1,0,30142
2012,8,26,82,0,0,1,0,57343
2012,8,27,80,1,1,0,0,15512
2012,8,28,86,1,2,0,0,6318
2012,8,29,79,0,3,0,0,30165
2012,8,30,83,0,4,0,0,17839
2012,8,31,91,0,5,0,0,13493
2012,9,1,89,0,6,1,0,92682
2012,9,2,80,0,0,1,0,77119
2012,9,3,79,0,1,0,1,377066
2012,9,4,78,1,2,0,0,2415
2012,9,5,81,1,3,0,0,5159
2012,9,6,79,0,4,0,0,7566
2012,9,7,86,0,5,0,0,19015
2012,9,8,82,1,6,1,0,43086
2012,9,9,76,0,0,1,0,45236
2012,9,10,72,0,1,0,0,33665
2013,5,26,67,0,0,1,0,34015
2013,5,27,74,0,1,0,1,371973
2013,5,28,68,1,2,0,0,31265
2013,5,29,82,0,3,0,0,32034
2013,5,30,91,0,4,0,0,68117
2013,5,31,91,0,5,0,0,61438
2013,6,1,90,0,6,1,0,145377
2013,6,2,87,0,0,1,0,158324
2013,6,3,76,1,1,0,0,42706
2013,6,4,75,0,2,0,0,34732
2013,6,5,72,0,3,0,0,13798
2013,6,6,70,1,4,0,0,5843
2013,6,7,64,1,5,0,0,41031
2013,6,8,76,1,6,1,0,62522
2013,6,9,81,0,0,1,0,116938
2013,6,10,71,1,1,0,0,6071
2013,6,11,79,1,2,0,0,37403
2013,6,12,76,0,3,0,0,19926
2013,6,13,69,1,4,0,0,23471
2013,6,14,72,1,5,0,0,15897
2013,6,15,79,0,6,1,0,67356
2013,6,16,81,0,0,1,0,104060
2013,6,17,84,0,1,0,0,58420
2013,6,18,82,1,2,0,0,38780
2013,6,19,76,0,3,0,0,7049
2013,6,20,78,0,4,0,0,9872
2013,6,21,81,0,5,0,0,17447
2013,6,22,82,0,6,1,0,68733
2013,6,23,87,0,0,1,0,119692
2013,6,24,92,0,1,0,0,83555
2013,6,25,91,0,2,0,0,72124
2013,6,26,86,0,3,0,0,41687
2013,6,27,84,1,4,0,0,22046
2013,6,28,86,0,5,0,0,28327
2013,6,29,83,0,6,1,0,60608
2013,6,30,84,0,0,1,0,92560
2013,7,1,76,1,1,0,0,31513
2013,7,2,82,1,2,0,0,53342
2013,7,3,82,1,3,0,0,46663
2013,7,4,88,0,4,0,1,436542
2013,7,5,90,0,5,0,0,74773
2013,7,6,93,0,6,1,0,135562
2013,7,7,93,0,0,1,0,162763
2013,7,8,89,1,1,0,0,80405
2013,7,9,88,1,2,0,0,68974
2013,7,10,87,0,3,0,0,61000
2013,7,11,84,0,4,0,0,40066
2013,7,12,78,1,5,0,0,1420
2013,7,13,79,1,6,1,0,52706
2013,7,14,90,0,0,1,0,135631
2013,7,15,94,0,1,0,0,94743
2013,7,16,93,0,2,0,0,83312
2013,7,17,95,0,3,0,0,86135
2013,7,18,98,0,4,0,0,93710
2013,7,19,97,0,5,0,0,82278
2013,7,20,93,0,6,1,0,109807
2013,7,21,87,0,0,1,0,108499
2013,7,22,84,1,1,0,0,30893
2013,7,23,87,1,2,0,0,38468
2013,7,24,82,0,3,0,0,11488
2013,7,25,70,0,4,0,0,52210
2013,7,26,82,0,5,0,0,1871
2013,7,27,82,0,6,1,0,44663
2013,7,28,79,1,0,1,0,54153
2013,7,29,85,1,1,0,0,22767
2013,7,30,81,0,2,0,0,539
2013,7,31,81,0,3,0,0,6141
2013,8,1,76,1,4,0,0,2121
2013,8,2,84,0,5,0,0,36911
2013,8,3,78,0,6,1,0,54936
2013,8,4,80,0,0,1,0,91641
2013,8,5,78,0,1,0,0,22243
2013,8,6,81,0,2,0,0,29818
2013,8,7,80,0,3,0,0,18387
2013,8,8,80,1,4,0,0,8250
2013,8,9,86,1,5,0,0,30079
2013,8,10,83,0,6,1,0,65817
2013,8,11,81,0,0,1,0,83515
2013,8,12,81,1,1,0,0,20163
2013,8,13,77,1,2,0,0,5523
2013,8,14,74,0,3,0,0,23000
2013,8,15,77,0,4,0,0,15425
2013,8,16,79,0,5,0,0,12602
2013,8,17,82,0,6,1,0,48188
2013,8,18,76,0,0,1,0,46880
2013,8,19,79,0,1,0,0,1240
2013,8,20,88,0,2,0,0,37324
2013,8,21,89,0,3,0,0,35396
2013,8,22,78,1,4,0,0,27008
2013,8,23,82,0,5,0,0,11224
2013,8,24,79,0,6,1,0,21056
2013,8,25,83,0,0,1,0,67263
2013,8,26,84,0,1,0,0,12120
2013,8,27,86,0,2,0,0,14943
2013,8,28,83,1,3,0,0,9448
2013,8,29,79,0,4,0,0,31677
2013,8,30,84,0,5,0,0,14599
2013,8,31,85,0,6,1,0,36688
2013,9,1,84,0,0,1,0,101294
2013,9,2,81,1,1,0,1,388280
2013,9,3,82,0,2,0,0,25216
2013,9,4,81,0,3,0,0,13785
2013,9,5,78,0,4,0,0,7149
2013,9,6,71,0,5,0,0,47089
2013,9,7,79,0,6,1,0,37458
2013,9,8,81,0,0,1,0,74162
2013,9,9,71,0,1,0,0,33248
2013,9,10,87,0,2,0,0,36097
2014,5,26,86,0,1,0,1,434160
2014,5,27,85,0,2,0,0,58136
2014,5,28,71,0,3,0,0,15065
2014,5,29,63,0,4,0,0,59756
2014,5,30,74,0,5,0,0,14170
2014,5,31,70,0,6,1,0,13359
2014,6,1,75,0,0,1,0,106474
2014,6,2,80,0,1,0,0,70337
2014,6,3,86,1,2,0,0,88709
2014,6,4,80,0,3,0,0,56978
2014,6,5,76,1,4,0,0,27835
2014,6,6,76,0,5,0,0,24612
2014,6,7,82,0,6,1,0,99656
2014,6,8,85,0,0,1,0,141112
2014,6,9,73,1,1,0,0,20742
2014,6,10,76,0,2,0,0,31774
2014,6,11,70,0,3,0,0,3414
2014,6,12,73,0,4,0,0,4160
2014,6,13,78,1,5,0,0,17781
2014,6,14,73,0,6,1,0,44016
2014,6,15,79,0,0,1,0,99726
2014,6,16,79,0,1,0,0,39831
2014,6,17,88,0,2,0,0,75915
2014,6,18,88,0,3,0,0,69235
2014,6,19,79,1,4,0,0,16335
2014,6,20,79,0,5,0,0,13112
2014,6,21,76,0,6,1,0,45393
2014,6,22,78,0,0,1,0,82097
2014,6,23,80,0,1,0,0,31705
2014,6,24,80,0,2,0,0,25026
2014,6,25,84,0,3,0,0,37352
2014,6,26,85,1,4,0,0,31966
2014,6,27,82,0,5,0,0,14489
2014,6,28,87,0,6,1,0,84782
2014,6,29,81,0,0,1,0,83474
2014,6,30,84,0,1,0,0,37834
2014,7,1,88,0,2,0,0,90477
2014,7,2,90,1,3,0,0,89843
2014,7,3,86,1,4,0,0,64157
2014,7,4,74,1,5,0,1,365052
2014,7,5,81,0,6,1,0,83712
2014,7,6,85,0,0,1,0,129919
2014,7,7,91,0,1,0,0,98534
2014,7,8,91,1,2,0,0,88397
2014,7,9,87,0,3,0,0,66169
2014,7,10,82,0,4,0,0,35731
2014,7,11,84,0,5,0,0,38555
2014,7,12,85,0,6,1,0,89841
2014,7,13,82,0,0,1,0,102788
2014,7,14,83,1,1,0,0,44187
2014,7,15,85,1,2,0,0,47011
2014,7,16,81,0,3,0,0,24782
2014,7,17,80,0,4,0,0,13351
2014,7,18,81,0,5,0,0,11423
2014,7,19,76,0,6,1,0,34200
2014,7,20,77,0,0,1,0,66153
2014,7,21,84,0,1,0,0,39519
2014,7,22,86,0,2,0,0,42342
2014,7,23,87,1,3,0,0,36956
2014,7,24,80,0,4,0,0,474
2014,7,25,82,0,5,0,0,3297
2014,7,26,80,0,6,1,0,40329
2014,7,27,86,0,0,1,0,96039
2014,7,28,82,1,1,0,0,13681
2014,7,29,76,0,2,0,0,18050
2014,7,30,80,0,3,0,0,5724
2014,7,31,82,0,4,0,0,2901
2014,8,1,83,0,5,0,0,37327
2014,8,2,74,1,6,1,0,37641
2014,8,3,76,1,0,1,0,74345
2014,8,4,83,0,1,0,0,51169
2014,8,5,88,0,2,0,0,68247
2014,8,6,83,0,3,0,0,37809
2014,8,7,83,0,4,0,0,31130
2014,8,8,82,0,5,0,0,19699
2014,8,9,85,0,6,1,0,80488
2014,8,10,87,0,0,1,0,117192
2014,8,11,85,0,1,0,0,47795
2014,8,12,79,1,2,0,0,9148
2014,8,13,83,1,3,0,0,21475
2014,8,14,78,0,4,0,0,5505
2014,8,15,73,0,5,0,0,35942
2014,8,16,78,0,6,1,0,34350
2014,8,17,82,0,0,1,0,80557
2014,8,18,81,0,1,0,0,15911
2014,8,19,80,0,2,0,0,4480
2014,8,20,83,0,3,0,0,12055
2014,8,21,81,1,4,0,0,7585
2014,8,22,76,1,5,0,0,38023
2014,8,23,74,0,6,1,0,2467
2014,8,24,79,0,0,1,0,53425
2014,8,25,87,0,1,0,0,31543
2014,8,26,86,0,2,0,0,20112
2014,8,27,90,0,3,0,0,32438
2014,8,28,81,0,4,0,0,17005
2014,8,29,78,0,5,0,0,37939
2014,8,30,78,0,6,1,0,8595
2014,8,31,90,1,0,1,0,89357
2014,9,1,87,0,1,0,1,425414
2014,9,2,92,0,2,0,0,77900
2014,9,3,85,0,3,0,0,37960
2014,9,4,86,0,4,0,0,36031
2014,9,5,85,1,5,0,0,21143
2014,9,6,91,0,6,1,0,99644
2014,9,7,79,1,0,1,0,66370
2014,9,8,75,0,1,0,0,9073
2014,9,9,72,0,2,0,0,30008
2014,9,10,76,0,3,0,0,17681
2015,5,26,87,1,2,0,0,69350
2015,5,27,82,0,3,0,0,42370
2015,5,28,83,0,4,0,0,40442
2015,5,29,82,1,5,0,0,25553
2015,5,30,83,1,6,1,0,76840
2015,5,31,86,0,0,1,0,121753
2015,6,1,59,0,1,0,0,24276
2015,6,2,55,0,2,0,0,49962
2015,6,3,67,0,3,0,0,377
2015,6,4,64,0,4,0,0,20558
2015,6,5,69,0,5,0,0,3480
2015,6,6,75,0,6,1,0,71564
2015,6,7,72,1,0,1,0,81053
2015,6,8,79,0,1,0,0,57877
2015,6,9,83,0,2,0,0,70203
2015,6,10,82,0,3,0,0,58772
2015,6,11,90,1,4,0,0,86647
2015,6,12,86,1,5,0,0,60961
2015,6,13,85,0,6,1,0,106202
2015,6,14,86,1,0,1,0,134697
2015,6,15,82,1,1,0,0,55797
2015,6,16,78,0,2,0,0,33568
2015,6,17,79,0,3,0,0,31640
2015,6,18,69,0,4,0,0,22555
2015,6,19,84,0,5,0,0,42038
2015,6,20,76,0,6,1,0,50561
2015,6,21,89,0,0,1,0,139532
2015,6,22,87,1,1,0,0,66677
2015,6,23,90,0,2,0,0,77709
2015,6,24,83,0,3,0,0,37769
2015,6,25,83,0,4,0,0,31089
2015,6,26,79,0,5,0,0,5403
2015,6,27,71,0,6,1,0,13926
2015,6,28,73,0,0,1,0,50630
2015,6,29,77,1,1,0,0,6285
2015,6,30,81,0,2,0,0,22068
2015,7,1,83,0,3,0,0,65208
2015,7,2,80,0,4,0,0,44274
2015,7,3,81,0,5,0,0,42346
2015,7,4,75,0,6,1,1,424964
2015,7,5,83,0,0,1,0,125585
2015,7,6,82,1,1,0,0,57481
2015,7,7,86,1,2,0,0,69808
2015,7,8,87,0,3,0,0,71337
2015,7,9,78,0,4,0,0,21894
2015,7,10,83,0,5,0,0,38971
2015,7,11,86,0,6,1,0,99761
2015,7,12,88,0,0,1,0,136465
