YY,MM,DD,MT,Precipitation,DOTW,W(DOE),PH,Attendance
2013,7,5,92,0,5,0,0,691
2013,7,6,94,0,6,1,0,834
2013,7,7,94,0,0,1,0,1031
2013,7,8,90,0,1,0,0,792
2013,7,9,90,0,2,0,0,757
2013,7,10,89,0,3,0,0,709
2013,7,11,86,0,4,0,0,636
2013,7,12,78,1,5,0,0,362
2013,7,13,83,1,6,1,0,543
2013,7,14,91,0,0,1,0,978
2013,7,15,96,0,1,0,0,852
2013,7,16,94,0,2,0,0,792
2013,7,17,94,0,3,0,0,757
2013,7,18,99,0,4,0,0,784
2013,7,19,99,0,5,0,0,749
2013,7,20,94,1,6,1,0,665
2013,7,21,87,0,0,1,0,913
2013,7,22,86,1,1,0,0,573
2013,7,23,88,1,2,0,0,563
2013,7,24,83,0,3,0,0,604
2013,7,25,70,0,4,0,0,406
2013,7,26,83,0,5,0,0,534
2013,7,27,83,0,6,1,0,651
2013,7,28,79,1,0,1,0,659
2013,7,29,86,1,1,0,0,558
2013,7,30,82,0,2,0,0,612
2013,7,31,82,0,3,0,0,577
2013,8,1,75,1,4,0,0,346
2013,8,2,86,0,5,0,0,587
2013,8,3,79,0,6,1,0,618
2013,8,4,82,0,0,1,0,852
2013,8,5,79,0,1,0,0,626
2013,8,6,81,0,2,0,0,616
2013,8,7,80,0,3,0,0,568
2013,8,8,83,1,4,0,0,431
2013,8,9,87,0,5,0,0,585
2013,8,10,84,0,6,1,0,665
2013,8,11,83,0,0,1,0,849
2013,8,12,82,1,1,0,0,510
2013,8,13,78,1,2,0,0,424
2013,8,14,75,0,3,0,0,490
2013,8,15,79,0,4,0,0,505
2013,8,16,79,0,5,0,0,470
2013,8,17,82,0,6,1,0,625
2013,8,18,77,0,0,1,0,759
2013,8,19,79,0,1,0,0,596
2013,8,20,89,0,2,0,0,686
2013,8,21,89,0,3,0,0,650
2013,8,22,77,1,4,0,0,326
2013,8,23,82,0,5,0,0,492
2013,8,24,79,0,6,1,0,573
2013,8,25,83,0,0,1,0,819
2013,8,26,84,0,1,0,0,643
2013,8,27,87,0,2,0,0,646
2013,8,28,84,1,3,0,0,434
2013,8,29,79,0,4,0,0,475
2013,8,30,84,0,5,0,0,502
2013,8,31,87,0,6,1,0,658
2013,9,1,84,0,0,1,0,848
2013,9,2,81,1,1,0,1,1264
2013,9,3,83,0,2,0,0,612
2013,9,4,82,0,3,0,0,564
2013,9,5,79,0,4,0,0,491
2013,9,6,71,0,5,0,0,356
2013,9,7,80,0,6,1,0,587
2013,9,8,82,0,0,1,0,808
2013,9,9,71,0,1,0,0,482
2013,9,10,88,0,2,0,0,660
2014,5,26,87,0,1,0,1,1487
2014,5,27,88,0,2,0,0,684
2014,5,28,73,0,3,0,0,461
2014,5,29,63,0,4,0,0,301
2014,5,30,75,0,5,0,0,416
2014,5,31,73,0,6,1,0,508
2014,6,1,76,0,0,1,0,774
2014,6,2,83,0,1,0,0,673
2014,6,3,87,1,2,0,0,549
2014,6,4,83,0,3,0,0,603
2014,6,5,78,1,4,0,0,366
2014,6,6,77,0,5,0,0,457
2014,6,7,84,0,6,1,0,662
2014,6,8,85,0,0,1,0,871
2014,6,9,72,1,1,0,0,382
2014,6,10,79,0,2,0,0,573
2014,6,11,71,0,3,0,0,437
2014,6,12,73,0,4,0,0,427
2014,6,13,82,1,5,0,0,366
2014,6,14,75,0,6,1,0,535
2014,6,15,81,0,0,1,0,806
2014,6,16,80,0,1,0,0,605
2014,6,17,90,0,2,0,0,695
2014,6,18,92,0,3,0,0,685
2014,6,19,81,0,4,0,0,512
2014,6,20,82,0,5,0,0,489
2014,6,21,75,0,6,1,0,520
2014,6,22,79,0,0,1,0,766
2014,6,23,82,0,1,0,0,615
2014,6,24,84,0,2,0,0,605
2014,6,25,86,0,3,0,0,595
2014,6,26,88,1,4,0,0,446
2014,6,27,81,0,5,0,0,462
2014,6,28,87,0,6,1,0,655
2014,6,29,84,0,0,1,0,814
2014,6,30,87,0,1,0,0,663
2014,7,1,94,0,2,0,0,745
2014,7,2,95,1,3,0,0,583
2014,7,3,87,1,4,0,0,448
2014,7,4,75,1,5,0,1,1043
2014,7,5,84,0,6,1,0,632
2014,7,6,87,0,0,1,0,866
2014,7,7,92,0,1,0,0,740
2014,7,8,94,1,2,0,0,591
2014,7,9,89,0,3,0,0,632
2014,7,10,84,0,4,0,0,534
2014,7,11,85,0,5,0,0,511
2014,7,12,85,0,6,1,0,629
2014,7,13,86,0,0,1,0,838
2014,7,14,84,1,1,0,0,486
2014,7,15,86,1,2,0,0,476
2014,7,16,84,0,3,0,0,554
2014,7,17,84,0,4,0,0,519
2014,7,18,83,0,5,0,0,471
2014,7,19,78,0,6,1,0,526
2014,7,20,78,0,0,1,0,723
2014,7,21,84,0,1,0,0,610
2014,7,22,89,0,2,0,0,637
2014,7,23,92,1,3,0,0,501
2014,7,24,83,0,4,0,0,491
2014,7,25,84,0,5,0,0,469
2014,7,26,81,1,6,1,0,410
2014,7,27,89,0,0,1,0,846
2014,7,28,84,1,1,0,0,456
2014,7,29,76,0,2,0,0,459
2014,7,30,81,0,3,0,0,487
2014,7,31,85,0,4,0,0,501
2014,8,1,86,0,5,0,0,510
2014,8,2,77,1,6,1,0,377
2014,8,3,78,1,0,1,0,586
2014,8,4,87,0,1,0,0,649
2014,8,5,90,0,2,0,0,651
2014,8,6,86,0,3,0,0,566
2014,8,7,85,0,4,0,0,518
2014,8,8,84,0,5,0,0,470
2014,8,9,87,0,6,1,0,625
2014,8,10,88,0,0,1,0,834
2014,8,11,86,0,1,0,0,621
2014,8,12,80,1,2,0,0,372
2014,8,13,85,1,3,0,0,399
2014,8,14,80,0,4,0,0,440
2014,8,15,75,0,5,0,0,342
2014,8,16,82,0,6,1,0,548
2014,8,17,85,0,0,1,0,782
2014,8,18,84,0,1,0,0,581
2014,8,19,82,0,2,0,0,521
2014,8,20,84,0,3,0,0,511
2014,8,21,82,0,4,0,0,450
2014,8,22,77,1,5,0,0,214
2014,8,23,74,0,6,1,0,433
2014,8,24,82,0,0,1,0,729
2014,8,25,89,0,1,0,0,629
2014,8,26,88,0,2,0,0,581
2014,8,27,93,0,3,0,0,608
2014,8,28,83,0,4,0,0,448
2014,8,29,80,0,5,0,0,375
2014,8,30,79,0,6,1,0,480
2014,8,31,94,0,0,1,0,865
2014,9,1,92,0,1,0,1,1463
2014,9,2,95,0,2,0,0,685
2014,9,3,88,0,3,0,0,562
2014,9,4,89,0,4,0,0,539
2014,9,5,88,1,5,0,0,353
2014,9,6,94,0,6,1,0,684
2014,9,7,82,0,0,1,0,731
2014,9,8,77,0,1,0,0,480
2014,9,9,75,0,2,0,0,420
2014,9,10,78,0,3,0,0,422
2015,5,26,92,0,2,0,0,657
2015,5,27,88,1,3,0,0,433
2015,5,28,88,0,4,0,0,536
2015,5,29,83,0,5,0,0,438
2015,5,30,87,0,6,1,0,606
2015,5,31,87,1,0,1,0,664
2015,6,1,63,1,1,0,0,207
2015,6,2,58,1,2,0,0,109
2015,6,3,68,0,3,0,0,337
2015,6,4,66,0,4,0,0,277
2015,6,5,71,1,5,0,0,166
2015,6,6,80,1,6,1,0,396
2015,6,7,73,0,0,1,0,644
2015,6,8,85,1,1,0,0,467
2015,6,9,87,0,2,0,0,595
2015,6,10,85,0,3,0,0,535
2015,6,11,93,0,4,0,0,600
2015,6,12,91,0,5,0,0,540
2015,6,13,88,0,6,1,0,620
2015,6,14,87,1,0,1,0,665
2015,6,15,85,1,1,0,0,452
2015,6,16,79,1,2,0,0,342
2015,6,17,81,0,3,0,0,470
2015,6,18,70,0,4,0,0,297
2015,6,19,88,0,5,0,0,487
2015,6,20,77,0,6,1,0,467
2015,6,21,91,1,0,1,0,700
2015,6,22,90,0,1,0,0,638
2015,6,23,93,1,2,0,0,502
2015,6,24,86,0,3,0,0,518
2015,6,25,84,0,4,0,0,457
2015,6,26,82,0,5,0,0,397
2015,6,27,72,1,6,1,0,251
2015,6,28,77,1,0,1,0,510
2015,6,29,80,0,1,0,0,498
2015,6,30,85,0,2,0,0,525
2015,7,1,86,1,3,0,0,393
2015,7,2,82,0,4,0,0,447
2015,7,3,84,0,5,0,0,436
2015,7,4,79,0,6,1,1,1272
2015,7,5,86,0,0,1,0,776
2015,7,6,84,0,1,0,0,562
2015,7,7,90,0,2,0,0,602
2015,7,8,90,0,3,0,0,567
2015,7,9,81,1,4,0,0,280
2015,7,10,86,0,5,0,0,446
2015,7,11,86,0,6,1,0,564
2015,7,12,90,0,0,1,0,811
2015,7,13,85,0,1,0,0,560
2015,7,14,80,0,2,0,0,462
2015,7,15,82,1,3,0,0,313
2015,7,16,82,0,4,0,0,417
2015,7,17,82,0,5,0,0,381
2015,7,18,89,1,6,1,0,448
2015,7,19,99,0,0,1,0,908
2015,7,20,97,0,1,0,0,695
2015,7,21,92,0,2,0,0,597
2015,7,22,86,0,3,0,0,487
2015,7,23,86,0,4,0,0,452
2015,7,24,89,0,5,0,0,454
2015,7,25,87,0,6,1,0,547
2015,7,26,92,0,0,1,0,806
2015,7,27,87,0,1,0,0,555
2015,7,28,94,0,2,0,0,607
2015,7,29,96,0,3,0,0,597
2015,7,30,91,1,4,0,0,360
2015,7,31,93,0,5,0,0,489
2015,8,1,92,0,6,1,0,626
2015,8,2,92,0,0,1,0,822
2015,8,3,94,0,1,0,0,659
2015,8,4,93,1,2,0,0,472
2015,8,5,90,0,3,0,0,538
2015,8,6,86,0,4,0,0,453
2015,8,7,85,0,5,0,0,405
2015,8,8,82,0,6,1,0,486
2015,8,9,85,0,0,1,0,720
2015,8,10,83,0,1,0,0,506
2015,8,11,82,1,2,0,0,320
2015,8,12,86,0,3,0,0,473
2015,8,13,83,0,4,0,0,400
2015,8,14,88,0,5,0,0,428
