YY,MM,DD,MT,Precipitation,DOTW,W(DOE),PH,Attendance
2009,7,17,84,1,5,0,0,18232
2009,7,18,82,0,6,1,0,28860
2009,7,19,81,0,0,1,0,46228
2009,7,20,81,0,1,0,0,32609
2009,7,21,72,1,2,0,0,10882
2009,7,22,81,0,3,0,0,26609
2009,7,23,77,1,4,0,0,12026
2009,7,24,78,1,5,0,0,10455
2009,7,25,84,0,6,1,0,32514
2009,7,26,85,1,0,1,0,46873
2009,7,27,82,1,1,0,0,28967
2009,7,28,84,0,2,0,0,34692
2009,7,29,81,1,3,0,0,21538
2009,7,30,85,0,4,0,0,30120
2009,7,31,85,1,5,0,0,21253
2009,8,1,82,0,6,1,0,27568
2009,8,2,75,1,0,1,0,30497
2009,8,3,83,0,1,0,0,34175
2009,8,4,83,0,2,0,0,31175
2009,8,5,86,0,3,0,0,32461
2009,8,6,77,0,4,0,0,16601
2009,8,7,79,0,5,0,0,16459
2009,8,8,77,0,6,1,0,21220
2009,8,9,78,0,0,1,0,41446
2009,8,10,91,1,1,0,0,40535
2009,8,11,87,0,2,0,0,37686
2009,8,12,81,0,3,0,0,26113
2009,8,13,73,0,4,0,0,11682
2009,8,14,84,0,5,0,0,24399
2009,8,15,87,0,6,1,0,36304
2009,8,16,90,0,0,1,0,59388
2009,8,17,91,0,1,0,0,47198
2009,8,18,89,1,2,0,0,35473
2009,8,19,88,0,3,0,0,36911
2009,8,20,88,0,4,0,0,33911
2009,8,21,88,1,5,0,0,25044
2009,8,22,82,1,6,1,0,24089
2009,8,23,84,0,0,1,0,51611
2009,8,24,82,0,1,0,0,35135
2009,8,25,83,0,2,0,0,33563
2009,8,26,84,0,3,0,0,31992
2009,8,27,78,0,4,0,0,20418
2009,8,28,72,1,5,0,0,2978
2009,8,29,72,1,6,1,0,10597
2009,8,30,81,1,0,1,0,42254
2009,8,31,72,0,1,0,0,21642
2009,9,1,73,0,2,0,0,17187
2009,9,2,76,0,3,0,0,18473
2009,9,3,77,0,4,0,0,16902
2009,9,4,82,0,5,0,0,21046
2009,9,5,83,0,6,1,0,30093
2009,9,6,73,0,0,1,0,34602
2009,9,7,73,0,1,0,1,66837
2009,9,8,74,0,2,0,0,19412
2009,9,9,75,0,3,0,0,17840
2009,9,10,68,0,4,0,0,4838
2010,5,26,92,0,3,0,0,40221
2010,5,27,84,0,4,0,0,25790
2010,5,28,70,0,5,0,0,2785
2010,5,29,76,0,6,1,0,18977
2010,5,30,84,0,0,1,0,49206
2010,5,31,84,0,1,0,1,81440
2010,6,1,85,0,2,0,0,31131
2010,6,2,85,0,3,0,0,28131
2010,6,3,88,0,4,0,0,29417
2010,6,4,87,0,5,0,0,24988
2010,6,5,88,0,6,1,0,34036
2010,6,6,89,1,0,1,0,48395
2010,6,7,75,0,1,0,0,20639
2010,6,8,72,0,2,0,0,13352
2010,6,9,68,1,3,0,0,1231
2010,6,10,74,1,4,0,0,4342
2010,6,11,70,0,5,0,0,1494
2010,6,12,79,0,6,1,0,21972
2010,6,13,76,1,0,1,0,30616
2010,6,14,78,0,1,0,0,25722
2010,6,15,80,0,2,0,0,25579
2010,6,16,74,0,3,0,0,14006
2010,6,17,74,1,4,0,0,5138
2010,6,18,84,0,5,0,0,22294
2010,6,19,80,0,6,1,0,24197
2010,6,20,90,0,0,1,0,57283
2010,6,21,87,0,1,0,0,39377
2010,6,22,84,1,2,0,0,26223
2010,6,23,88,1,3,0,0,28939
2010,6,24,91,0,4,0,0,36092
2010,6,25,87,0,5,0,0,27376
2010,6,26,89,0,6,1,0,37853
2010,6,27,92,0,0,1,0,60937
2010,6,28,93,0,1,0,0,48746
2010,6,29,90,0,2,0,0,41460
2010,6,30,79,0,3,0,0,22742
2010,7,1,76,0,4,0,0,12685
2010,7,2,80,0,5,0,0,15400
2010,7,3,88,0,6,1,0,34450
2010,7,4,97,0,0,1,0,66107
2010,7,5,98,0,1,0,1,99770
2010,7,6,102,0,2,0,0,56632
2010,7,7,100,0,3,0,0,50774
2010,7,8,88,0,4,0,0,30627
2010,7,9,88,0,5,0,0,27627
2010,7,10,82,0,6,1,0,26673
2010,7,11,93,0,0,1,0,61187
2010,7,12,93,0,1,0,0,47568
2010,7,13,83,1,2,0,0,24413
2010,7,14,79,1,3,0,0,15697
2010,7,15,87,1,4,0,0,24128
2010,7,16,93,0,5,0,0,35567
2010,7,17,93,0,6,1,0,43186
2010,7,18,93,0,0,1,0,61984
2010,7,19,91,1,1,0,0,39640
2010,7,20,88,0,2,0,0,38220
2010,7,21,92,0,3,0,0,40935
2010,7,22,88,0,4,0,0,32219
2010,7,23,87,1,5,0,0,21923
2010,7,24,96,0,6,1,0,48269
2010,7,25,92,1,0,1,0,55484
2010,7,26,87,0,1,0,0,40587
2010,7,27,90,0,2,0,0,41874
2010,7,28,90,0,3,0,0,38873
2010,7,29,89,1,4,0,0,28577
2010,7,30,83,0,5,0,0,22871
2010,7,31,83,0,6,1,0,30490
2010,8,1,79,0,0,1,0,40688
2010,8,2,83,0,1,0,0,32784
2010,8,3,83,0,2,0,0,29784
2010,8,4,91,0,3,0,0,38214
2010,8,5,92,0,4,0,0,36643
2010,8,6,87,0,5,0,0,26499
2010,8,7,85,0,6,1,0,31260
2010,8,8,88,0,0,1,0,54344
2010,8,9,92,0,1,0,0,46440
2010,8,10,91,0,2,0,0,42011
2010,8,11,91,0,3,0,0,39010
2010,8,12,77,1,4,0,0,10139
2010,8,13,78,0,5,0,0,14435
2010,8,14,80,0,6,1,0,24911
2010,8,15,78,1,0,1,0,34984
2010,8,16,85,1,1,0,0,31367
2010,8,17,90,0,2,0,0,41378
2010,8,18,84,0,3,0,0,29805
2010,8,19,90,0,4,0,0,35377
2010,8,20,89,0,5,0,0,30948
2010,8,21,81,0,6,1,0,27136
2010,8,22,81,1,0,1,0,40067
2010,8,23,72,1,1,0,0,13588
2010,8,24,70,0,2,0,0,13597
2010,8,25,70,1,3,0,0,4730
2010,8,26,82,0,4,0,0,24743
2010,8,27,79,0,5,0,0,17456
2010,8,28,82,0,6,1,0,29361
2010,8,29,93,0,0,1,0,63876
2010,8,30,91,0,1,0,0,47399
2010,8,31,95,0,2,0,0,50114
2010,9,1,95,0,3,0,0,44230
2010,9,2,93,0,4,0,0,38372
2010,9,3,83,1,5,0,0,15217
2010,9,4,80,1,6,1,0,18549
2010,9,5,76,0,0,1,0,37498
2010,9,6,79,0,1,0,1,74019
2010,9,7,88,0,2,0,0,38025
2010,9,8,89,0,3,0,0,36453
2010,9,9,70,0,4,0,0,6305
2010,9,10,72,0,5,0,0,6162
2011,5,26,78,0,4,0,0,15825
2011,5,27,82,0,5,0,0,18541
2011,5,28,82,0,6,1,0,26159
2011,5,29,82,0,0,1,0,44957
2011,5,30,86,1,1,0,1,77039
2011,5,31,86,0,2,0,0,34053
2011,6,1,89,0,3,0,0,32455
2011,6,2,84,0,4,0,0,22311
2011,6,3,75,0,5,0,0,6451
2011,6,4,74,0,6,1,0,12641
2011,6,5,68,0,0,1,0,22865
2011,6,6,81,0,1,0,0,27821
2011,6,7,87,0,2,0,0,33394
2011,6,8,93,0,3,0,0,38967
2011,6,9,95,1,4,0,0,32957
2011,6,10,86,0,5,0,0,22964
2011,6,11,73,1,6,1,0,6141
2011,6,12,72,1,0,1,0,23509
2011,6,13,72,1,1,0,0,9890
2011,6,14,68,0,2,0,0,7042
2011,6,15,82,0,3,0,0,24045
2011,6,16,83,0,4,0,0,22474
2011,6,17,75,1,5,0,0,2176
2011,6,18,83,0,6,1,0,27092
2011,6,19,82,0,0,1,0,44461
2011,6,20,79,0,1,0,0,26555
2011,6,21,82,0,2,0,0,27842
2011,6,22,79,1,3,0,0,14688
2011,6,23,71,1,4,0,0,257
2011,6,24,70,1,5,0,0,4172
2011,6,25,80,0,6,1,0,23602
2011,6,26,78,0,0,1,0,39542
2011,6,27,80,0,1,0,0,28780
2011,6,28,81,0,2,0,0,27209
2011,6,29,81,1,3,0,0,18342
2011,6,30,81,0,4,0,0,21208
2011,7,1,82,0,5,0,0,16867
2011,7,2,85,0,6,1,0,28772
2011,7,3,74,1,0,1,0,25985
2011,7,4,86,0,1,0,1,81233
2011,7,5,87,0,2,0,0,33808
2011,7,6,89,0,3,0,0,33665
2011,7,7,90,0,4,0,0,32094
2011,7,8,82,1,5,0,0,11796
2011,7,9,86,1,6,1,0,25130
2011,7,10,85,0,0,1,0,48366
2011,7,11,90,0,1,0,0,41891
2011,7,12,92,0,2,0,0,41748
2011,7,13,85,1,3,0,0,22879
2011,7,14,82,0,4,0,0,21459
2011,7,15,86,0,5,0,0,24174
2011,7,16,89,0,6,1,0,36080
2011,7,17,90,0,0,1,0,56306
2011,7,18,95,1,1,0,0,43964
2011,7,19,92,0,2,0,0,42544
2011,7,20,87,0,3,0,0,32400
2011,7,21,95,0,4,0,0,40830
2011,7,22,102,0,5,0,0,47832
2011,7,23,98,1,6,1,0,43868
2011,7,24,90,1,0,1,0,51235
2011,7,25,79,1,1,0,0,21898
2011,7,26,90,1,2,0,0,34616
2011,7,27,83,0,3,0,0,27480
2011,7,28,86,0,4,0,0,28767
2011,7,29,84,1,5,0,0,17042
2011,7,30,91,1,6,1,0,34662
2011,7,31,91,0,0,1,0,59327
2011,8,1,92,0,1,0,0,44253
2011,8,2,90,1,2,0,0,32528
2011,8,3,85,1,3,0,0,22383
2011,8,4,83,1,4,0,0,16525
2011,8,5,84,0,5,0,0,20821
2011,8,6,83,1,6,1,0,21144
2011,8,7,89,1,0,1,0,48514
2011,8,8,89,0,1,0,0,40762
2011,8,9,82,1,2,0,0,21893
2011,8,10,85,1,3,0,0,23179
2011,8,11,81,0,4,0,0,20331
2011,8,12,83,0,5,0,0,20188
2011,8,13,84,0,6,1,0,29236
2011,8,14,75,1,0,1,0,29306
2011,8,15,74,1,1,0,0,14258
2011,8,16,78,0,2,0,0,22841
2011,8,17,85,0,3,0,0,29842
2011,8,18,83,1,4,0,0,18117
2011,8,19,84,1,5,0,0,16546
2011,8,20,84,1,6,1,0,24165
2011,8,21,83,1,0,1,0,41533
2011,8,22,77,1,1,0,0,19341
2011,8,23,78,0,2,0,0,23637
2011,8,24,79,0,3,0,0,22065
2011,8,25,78,1,4,0,0,11769
2011,8,26,82,0,5,0,0,20351
2011,8,27,77,1,6,1,0,14959
2011,8,28,75,1,0,1,0,30899
2011,8,29,77,0,1,0,0,26004
2011,8,30,81,0,2,0,0,28719
2011,8,31,83,0,3,0,0,28577
2011,9,1,82,0,4,0,0,21264
2011,9,2,76,0,5,0,0,9690
2011,9,3,82,0,6,1,0,25882
2011,9,4,85,0,0,1,0,48966
2011,9,5,80,0,1,0,1,74056
2011,9,6,74,1,2,0,0,10763
2011,9,7,68,1,3,0,0,811
2011,9,8,77,1,4,0,0,9049
2011,9,9,83,0,5,0,0,20488
2011,9,10,79,0,6,1,0,22392
2012,5,26,85,1,6,1,0,23074
2012,5,27,81,0,0,1,0,42023
2012,5,28,90,0,1,0,1,87117
2012,5,29,89,1,2,0,0,30967
2012,5,30,77,0,3,0,0,16688
2012,5,31,79,0,4,0,0,16545
2012,6,1,71,0,5,0,0,769
2012,6,2,75,1,6,1,0,6698
2012,6,3,77,0,0,1,0,34220
2012,6,4,64,1,1,0,0,3841
2012,6,5,64,0,2,0,0,975
2012,6,6,71,0,3,0,0,6027
2012,6,7,76,1,4,0,0,4304
2012,6,8,82,0,5,0,0,15744
2012,6,9,77,0,6,1,0,16218
2012,6,10,82,0,0,1,0,42160
2012,6,11,77,0,1,0,0,21397
2012,6,12,72,1,2,0,0,5385
2012,6,13,69,1,3,0,0,1902
2012,6,14,75,0,4,0,0,9538
2012,6,15,78,0,5,0,0,10825
2012,6,16,78,0,6,1,0,18443
2012,6,17,70,0,0,1,0,25810
2012,6,18,70,0,1,0,0,12191
2012,6,19,76,0,2,0,0,17764
2012,6,20,95,0,3,0,0,41912
2012,6,21,95,0,4,0,0,38911
2012,6,22,90,1,5,0,0,22900
2012,6,23,84,1,6,1,0,21945
2012,6,24,83,0,0,1,0,45181
2012,6,25,74,1,1,0,0,12835
2012,6,26,72,1,2,0,0,6977
2012,6,27,82,0,3,0,0,24133
2012,6,28,89,0,4,0,0,31134
2012,6,29,97,1,5,0,0,33698
2012,6,30,94,0,6,1,0,42897
2012,7,1,95,0,0,1,0,60353
2012,7,2,87,0,1,0,0,35303
2012,7,3,89,0,2,0,0,35161
2012,7,4,94,1,3,0,1,79291
2012,7,5,93,0,4,0,0,34876
2012,7,6,92,0,5,0,0,30447
2012,7,7,95,0,6,1,0,42352
2012,7,8,90,1,0,1,0,48138
2012,7,9,84,0,1,0,0,31813
2012,7,10,85,0,2,0,0,30241
2012,7,11,84,0,3,0,0,25812
2012,7,12,88,0,4,0,0,28527
2012,7,13,88,0,5,0,0,25527
2012,7,14,84,0,6,1,0,27430
2012,7,15,88,1,0,1,0,46076
2012,7,16,90,1,1,0,0,35315
2012,7,17,96,0,2,0,0,46755
2012,7,18,99,1,3,0,0,42174
2012,7,19,77,0,4,0,0,13606
2012,7,20,73,1,5,0,0,977
2012,7,21,76,0,6,1,0,16796
2012,7,22,82,0,0,1,0,44166
2012,7,23,86,1,1,0,0,30396
2012,7,24,91,1,2,0,0,34540
2012,7,25,84,1,3,0,0,21537
2012,7,26,90,1,4,0,0,27110
2012,7,27,88,0,5,0,0,27119
2012,7,28,82,1,6,1,0,20298
2012,7,29,79,1,0,1,0,34809
2012,7,30,80,0,1,0,0,28485
2012,7,31,79,0,2,0,0,24056
2012,8,1,77,1,3,0,0,9448
2012,8,2,88,0,4,0,0,28032
2012,8,3,90,0,5,0,0,27889
2012,8,4,89,0,6,1,0,34079
2012,8,5,89,1,0,1,0,47010
2012,8,6,86,0,1,0,0,34971
2012,8,7,82,0,2,0,0,26255
2012,8,8,86,0,3,0,0,28970
2012,8,9,87,0,4,0,0,27399
2012,8,10,81,1,5,0,0,9959
2012,8,11,86,0,6,1,0,30589
2012,8,12,86,0,0,1,0,49386
2012,8,13,85,0,1,0,0,34338
2012,8,14,79,0,2,0,0,22765
2012,8,15,80,1,3,0,0,15326
2012,8,16,84,1,4,0,0,18041
2012,8,17,88,1,5,0,0,20757
2012,8,18,79,1,6,1,0,15516
2012,8,19,74,0,0,1,0,33036
2012,8,20,78,0,1,0,0,25132
2012,8,21,81,0,2,0,0,26418
2012,8,22,81,0,3,0,0,23418
2012,8,23,84,0,4,0,0,24704
2012,8,24,86,0,5,0,0,24562
2012,8,25,81,0,6,1,0,25036
2012,8,26,82,0,0,1,0,45263
2012,8,27,80,1,1,0,0,22919
2012,8,28,86,1,2,0,0,28492
2012,8,29,79,0,3,0,0,21357
2012,8,30,84,0,4,0,0,25501
2012,8,31,91,0,5,0,0,32502
2012,9,1,89,0,6,1,0,34379
2012,9,2,80,0,0,1,0,40317
2012,9,3,79,0,1,0,1,71123
2012,9,4,78,1,2,0,0,14973
2012,9,5,82,1,3,0,0,17688
2012,9,6,80,0,4,0,0,17697
2012,9,7,86,0,5,0,0,23270
2012,9,8,82,1,6,1,0,19306
2012,9,9,77,0,0,1,0,36827
2012,9,10,72,0,1,0,0,16063
2013,5,26,66,0,0,1,0,19199
2013,5,27,74,0,1,0,1,62864
2013,5,28,69,1,2,0,0,999
2013,5,29,82,0,3,0,0,22441
2013,5,30,91,0,4,0,0,32301
2013,5,31,91,0,5,0,0,29300
2013,6,1,89,0,6,1,0,31177
2013,6,2,87,0,0,1,0,47117
2013,6,3,76,1,1,0,0,11914
2013,6,4,74,0,2,0,0,11923
2013,6,5,72,0,3,0,0,6065
2013,6,6,70,1,4,0,0,5660
2013,6,7,64,1,5,0,0,17233
2013,6,8,76,1,6,1,0,7531
2013,6,9,80,0,0,1,0,37911
2013,6,10,70,1,1,0,0,4137
2013,6,11,80,1,2,0,0,15425
2013,6,12,75,0,3,0,0,11147
2013,6,13,69,1,4,0,0,6293
2013,6,14,72,1,5,0,0,5007
2013,6,15,79,0,6,1,0,18481
2013,6,16,81,0,0,1,0,40136
2013,6,17,84,0,1,0,0,30804
2013,6,18,81,1,2,0,0,17650
2013,6,19,75,0,3,0,0,11943
2013,6,20,78,0,4,0,0,13230
2013,6,21,81,0,5,0,0,14516
2013,6,22,82,0,6,1,0,23564
2013,6,23,87,0,0,1,0,49505
2013,6,24,92,0,1,0,0,43030
2013,6,25,91,0,2,0,0,38601
2013,6,26,85,0,3,0,0,27028
2013,6,27,83,1,4,0,0,15303
2013,6,28,86,0,5,0,0,22456
2013,6,29,83,0,6,1,0,25789
2013,6,30,85,0,0,1,0,47444
2013,7,1,76,1,1,0,0,12328
2013,7,2,82,1,2,0,0,17901
2013,7,3,82,1,3,0,0,14900
2013,7,4,89,0,4,0,1,73623
2013,7,5,90,0,5,0,0,26198
2013,7,6,93,0,6,1,0,38103
2013,7,7,93,0,0,1,0,56900
2013,7,8,89,1,1,0,0,31699
2013,7,9,88,1,2,0,0,27270
2013,7,10,87,0,3,0,0,28708
2013,7,11,84,0,4,0,0,21421
2013,7,12,77,1,5,0,0,2552
2013,7,13,78,1,6,1,0,11599
2013,7,14,91,0,0,1,0,54839
2013,7,15,93,0,1,0,0,44077
2013,7,16,93,0,2,0,0,41077
2013,7,17,95,0,3,0,0,40935
2013,7,18,98,0,4,0,0,42221
2013,7,19,97,0,5,0,0,37792
2013,7,20,93,0,6,1,0,39695
2013,7,21,87,0,0,1,0,49919
2013,7,22,82,1,1,0,0,23289
2013,7,23,87,1,2,0,0,27433
2013,7,24,81,0,3,0,0,21727
2013,7,25,70,0,4,0,0,3009
2013,7,26,82,0,5,0,0,17155
2013,7,27,82,0,6,1,0,24774
2013,7,28,79,1,0,1,0,33418
2013,7,29,85,1,1,0,0,28372
2013,7,30,80,0,2,0,0,24094
2013,7,31,81,0,3,0,0,22523
2013,8,1,76,1,4,0,0,3627
2013,8,2,84,0,5,0,0,17925
2013,8,3,79,0,6,1,0,18399
2013,8,4,80,0,0,1,0,38626
2013,8,5,78,0,1,0,0,22149
2013,8,6,81,0,2,0,0,23435
2013,8,7,80,0,3,0,0,19006
2013,8,8,81,1,4,0,0,11568
2013,8,9,86,1,5,0,0,15712
2013,8,10,83,0,6,1,0,24911
2013,8,11,81,0,0,1,0,40851
2013,8,12,81,1,1,0,0,21364
2013,8,13,77,1,2,0,0,12649
2013,8,14,74,0,3,0,0,11229
2013,8,15,77,0,4,0,0,12515
2013,8,16,79,0,5,0,0,12373
2013,8,17,82,0,6,1,0,24278
2013,8,18,76,0,0,1,0,34502
2013,8,19,79,0,1,0,0,25170
2013,8,20,87,0,2,0,0,33600
2013,8,21,89,0,3,0,0,33458
2013,8,22,78,1,4,0,0,8873
2013,8,23,81,0,5,0,0,16027
2013,8,24,79,0,6,1,0,20788
2013,8,25,83,0,0,1,0,45300
2013,8,26,84,0,1,0,0,33110
2013,8,27,86,0,2,0,0,32968
2013,8,28,83,1,3,0,0,19814
2013,8,29,79,0,4,0,0,16965
2013,8,30,84,0,5,0,0,21109
2013,8,31,85,0,6,1,0,30157
2013,9,1,84,0,0,1,0,44641
2013,9,2,81,1,1,0,1,66722
2013,9,3,81,1,2,0,0,17869
2013,9,4,82,0,3,0,0,22164
2013,9,5,78,0,4,0,0,13449
2013,9,6,71,0,5,0,0,446
2013,9,7,79,0,6,1,0,19496
2013,9,8,80,0,0,1,0,39722
2013,9,9,72,0,1,0,0,14672
2013,9,10,87,0,2,0,0,33105
2014,5,26,86,0,1,0,1,78619
2014,5,27,86,0,2,0,0,29766
2014,5,28,69,0,3,0,0,2475
2014,5,29,63,0,4,0,0,9098
2014,5,30,75,0,5,0,0,5048
2014,5,31,69,0,6,1,0,4093
2014,6,1,76,0,0,1,0,30009
2014,6,2,79,0,1,0,0,20676
2014,6,3,86,1,2,0,0,21811
2014,6,4,80,0,3,0,0,16105
2014,6,5,75,1,4,0,0,93
2014,6,6,76,0,5,0,0,4389
2014,6,7,81,0,6,1,0,19152
2014,6,8,85,0,0,1,0,43664
2014,6,9,74,1,1,0,0,8461
2014,6,10,76,0,2,0,0,14185
2014,6,11,70,0,3,0,0,2612
2014,6,12,74,0,4,0,0,5327
2014,6,13,78,1,5,0,0,2175
2014,6,14,73,0,6,1,0,8517
2014,6,15,79,0,0,1,0,35887
2014,6,16,79,0,1,0,0,22268
2014,6,17,88,0,2,0,0,32128
2014,6,18,88,0,3,0,0,29127
2014,6,19,78,1,4,0,0,5972
2014,6,20,79,0,5,0,0,10267
2014,6,21,76,0,6,1,0,13599
2014,6,22,77,0,0,1,0,33826
2014,6,23,80,0,1,0,0,24493
2014,6,24,80,0,2,0,0,21493
2014,6,25,85,0,3,0,0,25637
2014,6,26,84,1,4,0,0,15341
2014,6,27,82,0,5,0,0,15350
2014,6,28,87,0,6,1,0,30113
2014,6,29,81,0,0,1,0,40337
2014,6,30,84,0,1,0,0,31005
2014,7,1,88,0,2,0,0,30950
2014,7,2,90,1,3,0,0,24940
2014,7,3,87,1,4,0,0,17653
2014,7,4,74,1,5,0,1,41931
2014,7,5,81,0,6,1,0,19566
2014,7,6,86,0,0,1,0,45507
2014,7,7,91,0,1,0,0,39032
2014,7,8,91,1,2,0,0,30165
2014,7,9,87,0,3,0,0,27317
2014,7,10,82,0,4,0,0,17172
2014,7,11,84,0,5,0,0,17030
2014,7,12,85,0,6,1,0,26077
2014,7,13,82,0,0,1,0,40588
2014,7,14,84,1,1,0,0,23960
2014,7,15,85,1,2,0,0,22388
2014,7,16,81,0,3,0,0,19540
2014,7,17,80,0,4,0,0,15110
2014,7,18,81,0,5,0,0,13539
2014,7,19,77,0,6,1,0,15442
2014,7,20,77,0,0,1,0,34240
2014,7,21,84,0,1,0,0,30623
2014,7,22,86,0,2,0,0,30480
2014,7,23,87,1,3,0,0,23042
2014,7,24,80,0,4,0,0,15907
2014,7,25,82,0,5,0,0,15764
2014,7,26,80,0,6,1,0,20525
2014,7,27,86,0,0,1,0,47896
2014,7,28,82,1,1,0,0,22694
2014,7,29,76,0,2,0,0,16988
2014,7,30,80,0,3,0,0,19703
2014,7,31,82,0,4,0,0,19560
2014,8,1,83,0,5,0,0,15105
2014,8,2,74,1,6,1,0,3997
2014,8,3,76,1,0,1,0,25652
2014,8,4,83,0,1,0,0,27902
2014,8,5,89,0,2,0,0,33475
2014,8,6,83,0,3,0,0,21902
2014,8,7,82,0,4,0,0,17472
2014,8,8,81,0,5,0,0,13043
2014,8,9,85,0,6,1,0,26377
2014,8,10,87,0,0,1,0,48033
2014,8,11,86,0,1,0,0,32985
2014,8,12,79,0,2,0,0,19982
2014,8,13,83,1,3,0,0,16831
2014,8,14,78,0,4,0,0,12553
2014,8,15,72,0,5,0,0,980
2014,8,16,78,0,6,1,0,17172
2014,8,17,81,0,0,1,0,40256
2014,8,18,80,0,1,0,0,25208
2014,8,19,80,0,2,0,0,22207
2014,8,20,83,0,3,0,0,23494
2014,8,21,81,1,4,0,0,11769
2014,8,22,76,1,5,0,0,1624
2014,8,23,75,0,6,1,0,13681
2014,8,24,80,0,0,1,0,39623
2014,8,25,87,0,1,0,0,36006
2014,8,26,86,0,2,0,0,31576
2014,8,27,89,0,3,0,0,32863
2014,8,28,81,0,4,0,0,18432
2014,8,29,78,0,5,0,0,11145
2014,8,30,78,0,6,1,0,18764
2014,8,31,89,1,0,1,0,47411
2014,9,1,87,0,1,0,1,79771
2014,9,2,92,0,2,0,0,38062
2014,9,3,84,0,3,0,0,23631
2014,9,4,86,0,4,0,0,23488
2014,9,5,84,0,5,0,0,17630
2014,9,6,90,0,6,1,0,33822
2014,9,7,79,1,0,1,0,31035
2014,9,8,75,0,1,0,0,17568
2014,9,9,72,0,2,0,0,10281
2014,9,10,76,0,3,0,0,12996
2015,5,26,86,0,2,0,0,28375
2015,5,27,82,1,3,0,0,13792
2015,5,28,83,0,4,0,0,18088
2015,5,29,82,0,5,0,0,13658
2015,5,30,83,0,6,1,0,22706
2015,5,31,85,1,0,1,0,38494
2015,6,1,59,1,1,0,0,15159
2015,6,2,54,1,2,0,0,25303
2015,6,3,69,0,3,0,0,1004
2015,6,4,64,0,4,0,0,11148
2015,6,5,69,1,5,0,0,12871
2015,6,6,75,1,6,1,0,3320
2015,6,7,72,0,0,1,0,23698
2015,6,8,78,0,1,0,0,18652
2015,6,9,84,1,2,0,0,18358
2015,6,10,81,0,3,0,0,16938
2015,6,11,90,0,4,0,0,26798
2015,6,12,86,0,5,0,0,18082
2015,6,13,84,0,6,1,0,22843
2015,6,14,86,0,0,1,0,44498
2015,6,15,81,1,1,0,0,17868
2015,6,16,78,1,2,0,0,10581
2015,6,17,79,0,3,0,0,14877
2015,6,18,69,0,4,0,0,2412
2015,6,19,85,0,5,0,0,17449
2015,6,20,76,0,6,1,0,12208
2015,6,21,89,1,0,1,0,43714
2015,6,22,87,0,1,0,0,33104
2015,6,23,90,0,2,0,0,34390
2015,6,24,83,0,3,0,0,21388
2015,6,25,83,0,4,0,0,18388
2015,6,26,79,0,5,0,0,9672
2015,6,27,71,1,6,1,0,7
2015,6,28,73,1,0,1,0,21648
2015,6,29,77,0,1,0,0,19612
2015,6,30,81,0,2,0,0,22327
2015,7,1,83,1,3,0,0,13547
2015,7,2,80,0,4,0,0,12127
2015,7,3,80,0,5,0,0,9127
2015,7,4,75,0,6,1,1,55455
2015,7,5,84,0,0,1,0,41259
2015,7,6,83,0,1,0,0,26211
2015,7,7,86,1,2,0,0,21630
2015,7,8,87,1,3,0,0,20059
2015,7,9,78,1,4,0,0,4199
2015,7,10,83,0,5,0,0,14210
2015,7,11,86,0,6,1,0,26115
2015,7,12,88,0,0,1,0,47770
