YY,MM,DD,MT,Precipitation,DOTW,W(DOE),PH,Attendance
2009,8,25,84,0,2,0,0,16457
2009,8,26,88,0,3,0,0,15870
2009,8,27,78,0,4,0,0,18123
2009,8,28,72,1,5,0,0,18910
2009,8,29,74,1,6,1,0,18374
2009,8,30,83,1,0,1,0,15274
2009,8,31,73,0,1,0,0,18534
2009,9,1,74,0,2,0,0,17389
2009,9,2,76,0,3,0,0,17208
2009,9,3,79,0,4,0,0,16823
2009,9,4,83,0,5,0,0,16235
2009,9,5,84,0,6,1,0,15902
2009,9,6,75,0,0,1,0,16453
2009,9,7,74,0,1,0,1,7323
2009,9,8,75,0,2,0,0,17255
2009,9,9,75,0,3,0,0,17479
2009,9,10,70,0,4,0,0,18718
2010,5,26,92,0,3,0,0,15150
2010,5,27,85,0,4,0,0,16794
2010,5,28,63,0,5,0,0,21481
2010,5,29,72,0,6,1,0,19525
2010,5,30,84,0,0,1,0,15815
2010,5,31,78,0,1,0,1,7699
2010,6,1,83,0,2,0,0,15655
2010,6,2,75,0,3,0,0,17502
2010,6,3,85,0,4,0,0,15697
2010,6,4,85,0,5,0,0,15921
2010,6,5,86,0,6,1,0,15588
2010,6,6,89,0,0,1,0,13704
2010,6,7,73,0,1,0,0,17528
2010,6,8,71,0,2,0,0,18158
2010,6,9,68,0,3,0,0,18991
2010,6,10,74,0,4,0,0,17998
2010,6,11,69,0,5,0,0,19236
2010,6,12,72,0,6,1,0,18497
2010,6,13,72,0,0,1,0,17222
2010,6,14,80,0,1,0,0,16177
2010,6,15,72,0,2,0,0,18024
2010,6,16,70,0,3,0,0,18654
2010,6,17,73,0,4,0,0,18269
2010,6,18,79,0,5,0,0,17276
2010,6,19,73,0,6,1,0,18363
2010,6,20,89,0,0,1,0,13842
2010,6,21,86,0,1,0,0,15029
2010,6,22,79,0,2,0,0,16673
2010,6,23,88,0,3,0,0,15072
2010,6,24,90,0,4,0,0,14890
2010,6,25,82,0,5,0,0,16737
2010,6,26,86,0,6,1,0,15795
2010,6,27,91,0,0,1,0,13506
2010,6,28,90,0,1,0,0,14287
2010,6,29,86,0,2,0,0,15322
2010,6,30,76,0,3,0,0,17575
2010,7,1,75,0,4,0,0,16846
2010,7,2,79,0,5,0,0,16258
2010,7,3,81,0,6,1,0,15722
2010,7,4,94,0,0,1,0,11810
2010,7,5,91,0,1,0,1,3085
2010,7,6,94,0,2,0,0,12613
2010,7,7,99,0,3,0,0,11822
2010,7,8,78,0,4,0,0,16306
2010,7,9,78,0,5,0,0,16530
2010,7,10,79,0,6,1,0,16197
2010,7,11,84,0,0,1,0,13908
2010,7,12,84,0,1,0,0,14486
2010,7,13,79,0,2,0,0,15725
2010,7,14,78,0,3,0,0,16151
2010,7,15,80,0,4,0,0,15970
2010,7,16,92,0,5,0,0,13759
2010,7,17,90,0,6,1,0,14035
2010,7,18,90,0,0,1,0,12760
2010,7,19,90,0,1,0,0,13338
2010,7,20,86,0,2,0,0,14374
2010,7,21,91,0,3,0,0,13583
2010,7,22,87,0,4,0,0,14619
2010,7,23,90,0,5,0,0,14234
2010,7,24,93,0,6,1,0,13495
2010,7,25,90,0,0,1,0,12829
2010,7,26,85,0,1,0,0,14422
2010,7,27,88,0,2,0,0,14037
2010,7,28,87,0,3,0,0,14464
2010,7,29,87,0,4,0,0,14688
2010,7,30,81,0,5,0,0,16129
2010,7,31,76,0,6,1,0,17013
2010,8,1,75,0,0,1,0,14775
2010,8,2,75,0,1,0,0,15353
2010,8,3,79,0,2,0,0,14766
2010,8,4,86,0,3,0,0,13570
2010,8,5,88,0,4,0,0,13388
2010,8,6,85,0,5,0,0,14221
2010,8,7,76,0,6,1,0,15916
2010,8,8,79,0,0,1,0,14033
2010,8,9,84,0,1,0,0,13597
2010,8,10,83,0,2,0,0,14023
2010,8,11,87,0,3,0,0,13436
2010,8,12,76,0,4,0,0,15891
2010,8,13,74,0,5,0,0,16521
2010,8,14,72,0,6,1,0,16796
2010,8,15,75,0,0,1,0,14913
2010,8,16,81,0,1,0,0,14274
2010,8,17,86,0,2,0,0,13484
2010,8,18,81,0,3,0,0,14722
2010,8,19,80,0,4,0,0,15149
2010,8,20,87,0,5,0,0,13953
2010,8,21,78,0,6,1,0,15648
2010,8,22,78,0,0,1,0,14374
2010,8,23,73,0,1,0,0,15966
2010,8,24,70,0,2,0,0,16799
2010,8,25,71,0,3,0,0,16820
2010,8,26,80,0,4,0,0,15218
2010,8,27,77,0,5,0,0,16051
2010,8,28,82,0,6,1,0,14906
2010,8,29,91,0,0,1,0,11805
2010,8,30,90,0,1,0,0,12587
2010,8,31,93,0,2,0,0,12202
2010,9,1,91,0,3,0,0,11666
2010,9,2,91,0,4,0,0,11890
2010,9,3,82,0,5,0,0,13940
2010,9,4,79,0,6,1,0,14418
2010,9,5,74,0,0,1,0,14157
2010,9,6,72,0,1,0,1,5230
2010,9,7,86,0,2,0,0,12525
2010,9,8,86,0,3,0,0,12749
2010,9,9,69,0,4,0,0,16422
2010,9,10,70,0,5,0,0,16443
2011,5,26,77,0,4,0,0,15918
2011,5,27,86,0,5,0,0,14316
2011,5,28,83,0,6,1,0,14794
2011,5,29,85,0,0,1,0,13114
2011,5,30,89,1,1,0,1,2316
2011,5,31,88,0,2,0,0,13308
2011,6,1,93,0,3,0,0,11351
2011,6,2,84,0,4,0,0,13401
2011,6,3,78,0,5,0,0,14842
2011,6,4,75,0,6,1,0,15320
2011,6,5,68,0,0,1,0,15466
2011,6,6,83,0,1,0,0,13001
2011,6,7,89,0,2,0,0,12008
2011,6,8,96,0,3,0,0,10812
2011,6,9,98,1,4,0,0,9977
2011,6,10,87,0,5,0,0,13085
2011,6,11,74,1,6,1,0,14939
2011,6,12,73,1,0,1,0,13867
2011,6,13,74,0,1,0,0,14896
2011,6,14,69,1,2,0,0,15481
2011,6,15,86,0,3,0,0,12909
2011,6,16,84,0,4,0,0,13539
2011,6,17,77,1,5,0,0,14530
2011,6,18,85,0,6,1,0,13430
2011,6,19,84,0,0,1,0,12358
2011,6,20,80,0,1,0,0,13748
2011,6,21,83,0,2,0,0,13363
2011,6,22,80,1,3,0,0,13542
2011,6,23,74,1,4,0,0,14983
2011,6,24,72,1,5,0,0,15613
2011,6,25,81,0,6,1,0,14310
2011,6,26,80,0,0,1,0,13238
2011,6,27,82,0,1,0,0,13411
2011,6,28,84,0,2,0,0,13229
2011,6,29,83,0,3,0,0,13656
2011,6,30,84,0,4,0,0,13677
2011,7,1,85,0,5,0,0,12542
2011,7,2,87,0,6,1,0,12006
2011,7,3,75,1,0,1,0,12512
2011,7,4,89,0,1,0,1,992
2011,7,5,91,0,2,0,0,10722
2011,7,6,92,0,3,0,0,10743
2011,7,7,93,0,4,0,0,10765
2011,7,8,86,1,5,0,0,11755
2011,7,9,89,1,6,1,0,11016
2011,7,10,85,0,0,1,0,11206
2011,7,11,93,0,1,0,0,10162
2011,7,12,96,0,2,0,0,9777
2011,7,13,87,1,3,0,0,11173
2011,7,14,85,0,4,0,0,12457
2011,7,15,89,0,5,0,0,11869
2011,7,16,91,0,6,1,0,11333
2011,7,17,92,0,0,1,0,9855
2011,7,18,96,1,1,0,0,8969
2011,7,19,94,0,2,0,0,10252
2011,7,20,88,0,3,0,0,11693
2011,7,21,101,0,4,0,0,9280
2011,7,22,106,0,5,0,0,8489
2011,7,23,101,0,6,1,0,9373
2011,7,24,91,0,0,1,0,10127
2011,7,25,80,1,1,0,0,12284
2011,7,26,92,1,2,0,0,10073
2011,7,27,87,0,3,0,0,11965
2011,7,28,89,0,4,0,0,11783
2011,7,29,87,1,5,0,0,11760
2011,7,30,93,1,6,1,0,10412
2011,7,31,93,0,0,1,0,9790
2011,8,1,95,1,1,0,0,8144
2011,8,2,91,1,2,0,0,9179
2011,8,3,86,1,3,0,0,10418
2011,8,4,83,1,4,0,0,11250
2011,8,5,85,0,5,0,0,11722
2011,8,6,84,1,6,1,0,11141
2011,8,7,92,1,0,1,0,8243
2011,8,8,91,0,1,0,0,9678
2011,8,9,82,1,2,0,0,11074
2011,8,10,87,0,3,0,0,10937
2011,8,11,83,0,4,0,0,11973
2011,8,12,85,0,5,0,0,11791
2011,8,13,86,0,6,1,0,11458
2011,8,14,75,1,0,1,0,11761
2011,8,15,77,1,1,0,0,11934
2011,8,16,80,1,2,0,0,11549
2011,8,17,87,0,3,0,0,11006
2011,8,18,84,1,4,0,0,11185
2011,8,19,85,1,5,0,0,11207
2011,8,20,86,1,6,1,0,10873
2011,8,21,86,1,0,1,0,9598
2011,8,22,79,1,1,0,0,11597
2011,8,23,80,0,2,0,0,12271
2011,8,24,81,0,3,0,0,12292
2011,8,25,79,1,4,0,0,12269
2011,8,26,83,0,5,0,0,12335
2011,8,27,79,1,6,1,0,12362
2011,8,28,77,1,0,1,0,11493
2011,8,29,78,0,1,0,0,12522
2011,8,30,83,0,2,0,0,11732
2011,8,31,85,0,3,0,0,11550
2011,9,1,82,0,4,0,0,11217
2011,9,2,77,0,5,0,0,12455
2011,9,3,84,0,6,1,0,10905
2011,9,4,86,0,0,1,0,9224
2011,9,5,83,0,1,0,1,499
2011,9,6,76,1,2,0,0,11402
2011,9,7,69,1,3,0,0,13046
2011,9,8,79,1,4,0,0,11241
2011,9,9,86,0,5,0,0,10698
2011,9,10,80,0,6,1,0,11785
2012,5,26,85,0,6,1,0,11880
2012,5,27,80,1,0,1,0,10966
2012,5,28,90,0,1,0,1,257
2012,5,29,91,0,2,0,0,10190
2012,5,30,78,0,3,0,0,13051
2012,5,31,82,0,4,0,0,12464
2012,6,1,74,0,5,0,0,13145
2012,6,2,76,1,6,1,0,11955
2012,6,3,78,0,0,1,0,10928
2012,6,4,64,1,1,0,0,13693
2012,6,5,65,0,2,0,0,14368
2012,6,6,72,1,3,0,0,12518
2012,6,7,80,0,4,0,0,11773
2012,6,8,84,0,5,0,0,11185
2012,6,9,82,0,6,1,0,11461
2012,6,10,87,1,0,1,0,8518
2012,6,11,74,0,1,0,0,12387
2012,6,12,73,1,2,0,0,12161
2012,6,13,73,1,3,0,0,12385
2012,6,14,77,0,4,0,0,12451
2012,6,15,79,0,5,0,0,12269
2012,6,16,78,0,6,1,0,12341
2012,6,17,69,0,0,1,0,12892
2012,6,18,68,0,1,0,0,13673
2012,6,19,81,0,2,0,0,11260
2012,6,20,97,0,3,0,0,8238
2012,6,21,98,0,4,0,0,8259
2012,6,22,94,1,5,0,0,8642
2012,6,23,87,0,6,1,0,10584
2012,6,24,87,0,0,1,0,9310
2012,6,25,75,1,1,0,0,11669
2012,6,26,76,0,2,0,0,12344
2012,6,27,86,0,3,0,0,10539
2012,6,28,92,0,4,0,0,9546
2012,6,29,97,1,5,0,0,8102
2012,6,30,96,0,6,1,0,8828
2012,7,1,97,0,0,1,0,6194
2012,7,2,90,0,1,0,0,8193
2012,7,3,93,0,2,0,0,7808
2012,7,4,97,1,3,0,1,3345
2012,7,5,96,0,4,0,0,7647
2012,7,6,97,0,5,0,0,7668
2012,7,7,100,0,6,1,0,6929
2012,7,8,94,0,0,1,0,6872
2012,7,9,85,0,1,0,0,9276
2012,7,10,86,0,2,0,0,9297
2012,7,11,84,0,3,0,0,9927
2012,7,12,88,0,4,0,0,9339
2012,7,13,88,0,5,0,0,9563
2012,7,14,86,0,6,1,0,9839
2012,7,15,91,1,0,1,0,6896
2012,7,16,93,0,1,0,0,7722
2012,7,17,99,0,2,0,0,6729
2012,7,18,103,1,3,0,0,5488
2012,7,19,77,0,4,0,0,11640
2012,7,20,74,1,5,0,0,11819
2012,7,21,77,0,6,1,0,11733
2012,7,22,83,0,0,1,0,9241
2012,7,23,90,1,1,0,0,7746
2012,7,24,96,0,2,0,0,7407
2012,7,25,87,0,3,0,0,9456
2012,7,26,93,1,4,0,0,7810
2012,7,27,88,0,5,0,0,9701
2012,7,28,83,0,6,1,0,10585
2012,7,29,80,0,0,1,0,9919
2012,7,30,81,0,1,0,0,10295
2012,7,31,81,0,2,0,0,10519
2012,8,1,79,1,3,0,0,9329
2012,8,2,91,0,4,0,0,7772
2012,8,3,92,0,5,0,0,7793
2012,8,4,89,0,6,1,0,8271
2012,8,5,92,1,0,1,0,5735
2012,8,6,88,1,1,0,0,7124
2012,8,7,83,0,2,0,0,9016
2012,8,8,86,0,3,0,0,8631
2012,8,9,88,1,4,0,0,7796
2012,8,10,82,1,5,0,0,9237
2012,8,11,87,0,6,1,0,8746
2012,8,12,87,0,0,1,0,7471
2012,8,13,87,0,1,0,0,8050
2012,8,14,79,0,2,0,0,9897
2012,8,15,83,1,3,0,0,8656
2012,8,16,87,0,4,0,0,8722
2012,8,17,89,0,5,0,0,8540
2012,8,18,81,1,6,1,0,9379
2012,8,19,75,0,0,1,0,9975
2012,8,20,79,0,1,0,0,9742
2012,8,21,82,0,2,0,0,9357
2012,8,22,83,0,3,0,0,9378
2012,8,23,85,0,4,0,0,9196
2012,8,24,87,0,5,0,0,9015
2012,8,25,84,0,6,1,0,9493
2012,8,26,81,0,0,1,0,8827
2012,8,27,81,1,1,0,0,8752
2012,8,28,88,1,2,0,0,7556
2012,8,29,81,0,3,0,0,9853
2012,8,30,84,0,4,0,0,9468
2012,8,31,92,0,5,0,0,8069
2012,9,1,91,0,6,1,0,6976
2012,9,2,80,0,0,1,0,7933
2012,9,3,77,1,1,0,1,1445
2012,9,4,80,1,2,0,0,8082
2012,9,5,82,1,3,0,0,7900
2012,9,6,80,0,4,0,0,9183
2012,9,7,89,0,5,0,0,7581
2012,9,8,86,1,6,1,0,7406
2012,9,9,79,0,0,1,0,8205
2012,9,10,73,0,1,0,0,10000
2013,5,26,70,0,0,1,0,11149
2013,5,27,75,0,1,0,1,802
2013,5,28,68,1,2,0,0,11704
2013,5,29,87,0,3,0,0,8727
2013,5,30,92,0,4,0,0,7937
2013,5,31,92,0,5,0,0,8161
2013,6,1,92,0,6,1,0,6864
2013,6,2,89,1,0,1,0,5545
2013,6,3,77,1,1,0,0,8557
2013,6,4,77,0,2,0,0,9435
2013,6,5,71,0,3,0,0,10876
2013,6,6,70,1,4,0,0,10649
2013,6,7,64,1,5,0,0,12091
2013,6,8,77,1,6,1,0,9323
2013,6,9,83,0,0,1,0,7484
2013,6,10,72,1,1,0,0,9641
2013,6,11,81,1,2,0,0,8039
2013,6,12,79,0,3,0,0,9322
2013,6,13,70,1,4,0,0,10718
2013,6,14,72,1,5,0,0,10537
2013,6,15,81,0,6,1,0,9234
2013,6,16,83,0,0,1,0,7553
2013,6,17,85,1,1,0,0,7073
2013,6,18,82,1,2,0,0,7905
2013,6,19,78,0,3,0,0,9594
2013,6,20,79,0,4,0,0,9615
2013,6,21,83,0,5,0,0,9028
2013,6,22,84,0,6,1,0,8694
2013,6,23,88,0,0,1,0,6608
2013,6,24,93,0,1,0,0,6172
2013,6,25,92,0,2,0,0,6599
2013,6,26,88,0,3,0,0,7634
2013,6,27,87,1,4,0,0,7408
2013,6,28,88,0,5,0,0,8082
2013,6,29,84,0,6,1,0,8763
2013,6,30,85,0,0,1,0,7286
2013,7,1,78,1,1,0,0,7475
2013,7,2,84,0,2,0,0,7135
2013,7,3,85,1,3,0,0,6503
2013,7,4,89,0,4,0,1,3343
2013,7,5,92,0,5,0,0,6184
2013,7,6,94,0,6,1,0,5648
2013,7,7,94,0,0,1,0,4373
2013,7,8,90,0,1,0,0,5763
2013,7,9,90,0,2,0,0,5987
2013,7,10,89,0,3,0,0,6414
2013,7,11,86,0,4,0,0,7246
2013,7,12,78,1,5,0,0,8440
2013,7,13,83,1,6,1,0,7295
2013,7,14,91,0,0,1,0,5051
2013,7,15,96,0,1,0,0,4615
2013,7,16,94,0,2,0,0,5244
2013,7,17,94,0,3,0,0,5468
2013,7,18,99,0,4,0,0,4678
2013,7,19,99,0,5,0,0,4902
2013,7,20,94,1,6,1,0,5133
2013,7,21,87,0,0,1,0,5931
2013,7,22,86,1,1,0,0,6059
2013,7,23,88,1,2,0,0,5877
2013,7,24,83,0,3,0,0,7769
2013,7,25,70,0,4,0,0,10630
2013,7,26,83,0,5,0,0,8217
2013,7,27,83,0,6,1,0,8086
2013,7,28,79,1,0,1,0,6970
2013,7,29,86,1,1,0,0,6128
2013,7,30,82,0,2,0,0,7817
2013,7,31,82,0,3,0,0,8041
2013,8,1,75,1,4,0,0,7866
2013,8,2,86,0,5,0,0,6511
2013,8,3,79,0,6,1,0,7801
2013,8,4,82,0,0,1,0,5918
2013,8,5,79,0,1,0,0,7105
2013,8,6,81,0,2,0,0,6923
2013,8,7,80,0,3,0,0,7350
2013,8,8,83,1,4,0,0,6312
2013,8,9,87,0,5,0,0,6378
2013,8,10,84,0,6,1,0,6856
2013,8,11,83,0,0,1,0,5784
2013,8,12,82,1,1,0,0,5912
2013,8,13,78,1,2,0,0,6947
2013,8,14,75,0,3,0,0,8433
2013,8,15,79,0,4,0,0,7846
2013,8,16,79,0,5,0,0,8070
2013,8,17,82,0,6,1,0,7331
2013,8,18,77,0,0,1,0,7070
2013,8,19,79,0,1,0,0,7243
2013,8,20,89,0,2,0,0,5438
2013,8,21,89,0,3,0,0,5662
2013,8,22,77,1,4,0,0,7667
2013,8,23,82,0,5,0,0,7530
2013,8,24,79,0,6,1,0,8008
2013,8,25,83,0,0,1,0,5922
2013,8,26,84,0,1,0,0,6298
2013,8,27,87,0,2,0,0,5913
2013,8,28,84,1,3,0,0,6092
2013,8,29,79,0,4,0,0,7984
2013,8,30,84,0,5,0,0,7193
2013,8,31,87,0,6,1,0,6454
2013,9,1,84,0,0,1,0,4622
2013,9,2,81,1,1,0,1,4756
2013,9,3,83,0,2,0,0,5628
2013,9,4,82,0,3,0,0,6054
2013,9,5,79,0,4,0,0,6887
2013,9,6,71,0,5,0,0,8734
2013,9,7,80,0,6,1,0,6778
2013,9,8,82,0,0,1,0,5097
2013,9,9,71,0,1,0,0,7907
2013,9,10,88,0,2,0,0,4682
2014,5,26,87,0,1,0,1,4132
2014,5,27,88,0,2,0,0,5801
2014,5,28,73,0,3,0,0,9068
2014,5,29,63,0,4,0,0,11321
2014,5,30,75,0,5,0,0,9110
2014,5,31,73,0,6,1,0,9386
2014,6,1,76,0,0,1,0,6336
2014,6,2,83,0,1,0,0,5495
2014,6,3,87,1,2,0,0,4254
2014,6,4,83,0,3,0,0,5943
2014,6,5,78,1,4,0,0,6528
2014,6,6,77,0,5,0,0,7608
2014,6,7,84,0,6,1,0,6057
2014,6,8,85,0,0,1,0,4580
2014,6,9,72,1,1,0,0,7142
2014,6,10,79,0,2,0,0,6599
2014,6,11,71,0,3,0,0,8446
2014,6,12,73,0,4,0,0,8264
2014,6,13,82,1,5,0,0,6009
2014,6,14,75,0,6,1,0,7952
2014,6,15,81,0,0,1,0,5460
2014,6,16,80,0,1,0,0,6242
2014,6,17,90,0,2,0,0,4437
2014,6,18,92,0,3,0,0,4255
2014,6,19,81,0,4,0,0,6711
2014,6,20,82,0,5,0,0,6732
2014,6,21,75,0,6,1,0,8021
2014,6,22,79,0,0,1,0,5935
2014,6,23,82,0,1,0,0,5905
2014,6,24,84,0,2,0,0,5723
2014,6,25,86,0,3,0,0,5541
2014,6,26,88,1,4,0,0,4706
2014,6,27,81,0,5,0,0,7004
2014,6,28,87,0,6,1,0,5656
2014,6,29,84,0,0,1,0,4990
2014,6,30,87,0,1,0,0,4960
2014,7,1,94,0,2,0,0,2608
2014,7,2,95,1,3,0,0,1975
2014,7,3,87,1,4,0,0,3822
2014,7,4,75,1,5,0,1,3431
2014,7,5,84,0,6,1,0,5178
2014,7,6,87,0,0,1,0,3294
2014,7,7,92,0,1,0,0,2858
2014,7,8,94,1,2,0,0,2023
2014,7,9,89,0,3,0,0,3915
2014,7,10,84,0,4,0,0,5153
2014,7,11,85,0,5,0,0,5174
2014,7,12,85,0,6,1,0,5044
2014,7,13,86,0,0,1,0,3566
2014,7,14,84,1,1,0,0,3897
2014,7,15,86,1,2,0,0,3715
2014,7,16,84,0,3,0,0,4998
2014,7,17,84,0,4,0,0,5222
2014,7,18,83,0,5,0,0,5649
2014,7,19,78,0,6,1,0,6533
2014,7,20,78,0,0,1,0,5258
2014,7,21,84,0,1,0,0,4619
2014,7,22,89,0,2,0,0,3829
2014,7,23,92,1,3,0,0,2791
2014,7,24,83,0,4,0,0,5494
2014,7,25,84,0,5,0,0,5515
2014,7,26,81,1,6,1,0,5340
2014,7,27,89,0,0,1,0,3096
2014,7,28,84,1,1,0,0,4035
2014,7,29,76,0,2,0,0,6535
2014,7,30,81,0,3,0,0,5745
2014,7,31,85,0,4,0,0,5157
2014,8,1,86,0,5,0,0,4013
2014,8,2,77,1,6,1,0,5055
2014,8,3,78,1,0,1,0,3577
2014,8,4,87,0,1,0,0,2983
2014,8,5,90,0,2,0,0,2598
2014,8,6,86,0,3,0,0,3634
2014,8,7,85,0,4,0,0,4061
2014,8,8,84,0,5,0,0,4487
2014,8,9,87,0,6,1,0,3748
2014,8,10,88,0,0,1,0,2271
2014,8,11,86,0,1,0,0,3255
2014,8,12,80,1,2,0,0,4043
2014,8,13,85,1,3,0,0,3252
2014,8,14,80,0,4,0,0,5144
2014,8,15,75,0,5,0,0,6382
2014,8,16,82,0,6,1,0,4832
2014,8,17,85,0,0,1,0,2948
2014,8,18,84,0,1,0,0,3730
2014,8,19,82,0,2,0,0,4359
2014,8,20,84,0,3,0,0,4178
2014,8,21,82,0,4,0,0,4807
2014,8,22,77,1,5,0,0,5392
2014,8,23,74,0,6,1,0,6524
2014,8,24,82,0,0,1,0,3626
2014,8,25,89,0,1,0,0,2784
2014,8,26,88,0,2,0,0,3211
2014,8,27,93,0,3,0,0,2421
2014,8,28,83,0,4,0,0,4674
2014,8,29,80,0,5,0,0,5506
2014,8,30,79,0,6,1,0,5579
2014,8,31,94,0,0,1,0,1261
2014,9,1,92,0,1,0,1,8833
2014,9,2,95,0,2,0,0,694
2014,9,3,88,0,3,0,0,2338
2014,9,4,89,0,4,0,0,2360
2014,9,5,88,1,5,0,0,2133
2014,9,6,94,0,6,1,0,1439
2014,9,7,82,0,0,1,0,2598
2014,9,8,77,0,1,0,0,4191
2014,9,9,75,0,2,0,0,4821
2014,9,10,78,0,3,0,0,4436
2015,5,26,92,0,2,0,0,2491
2015,5,27,88,1,3,0,0,2873
2015,5,28,88,0,4,0,0,3750
2015,5,29,83,0,5,0,0,4989
2015,5,30,87,0,6,1,0,4047
2015,5,31,87,1,0,1,0,2119
2015,6,1,63,1,1,0,0,6400
2015,6,2,58,1,2,0,0,7638
2015,6,3,68,0,3,0,0,6487
2015,6,4,66,0,4,0,0,7117
2015,6,5,71,1,5,0,0,5673
2015,6,6,80,1,6,1,0,3717
2015,6,7,73,0,0,1,0,4515
2015,6,8,85,1,1,0,0,2006
2015,6,9,87,0,2,0,0,2478
2015,6,10,85,0,3,0,0,3107
2015,6,11,93,0,4,0,0,1708
2015,6,12,91,0,5,0,0,2338
2015,6,13,88,0,6,1,0,2816
2015,6,14,87,1,0,1,0,1091
2015,6,15,85,1,1,0,0,2075
2015,6,16,79,1,2,0,0,3516
2015,6,17,81,0,3,0,0,3988
2015,6,18,70,0,4,0,0,6443
2015,6,19,88,0,5,0,0,3016
2015,6,20,77,0,6,1,0,5117
2015,6,21,91,1,0,1,0,349
2015,6,22,90,0,1,0,0,1783
2015,6,23,93,1,2,0,0,745
2015,6,24,86,0,3,0,0,3043
2015,6,25,84,0,4,0,0,3672
2015,6,26,82,0,5,0,0,4302
2015,6,27,72,1,6,1,0,5547
2015,6,28,77,1,0,1,0,3258
2015,6,29,80,0,1,0,0,3881
2015,6,30,85,0,2,0,0,3090
2015,7,1,86,1,3,0,0,1302
2015,7,2,82,0,4,0,0,2991
2015,7,3,84,0,5,0,0,2809
2015,7,4,79,0,6,1,1,6219
2015,7,5,86,0,0,1,0,998
2015,7,6,84,0,1,0,0,1982
2015,7,7,90,0,2,0,0,989
2015,7,8,90,0,3,0,0,1213
2015,7,9,81,1,4,0,0,2610
2015,7,10,86,0,5,0,0,2473
2015,7,11,86,0,6,1,0,2342
2015,7,12,90,0,0,1,0,256
